reference						Dissection Angular gyrus AnG	Dissection Anterior cingulate cortex ACC	Dissection Dorsolateral prefrontal cortex DFC	Dissection Primary auditory cortexA1	Dissection Primary somatosensory cortex S1	Dissection Primary visual cortexV1	Human Multiple Cortical Areas SMART-seq	Single-nucleus transcriptome data from the dlPFC	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	whole cortex
pineda 191114 PN 317 snRNA-F2	pineda	male	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191114 PN 317 snRNA-F2	pineda	male	late adult	Control	subclass	0.9197547892720308	0.9197547892720308	0.8822547892720307	0.9197547892720308	0.9197547892720308	0.9197547892720308	0.9197547892720308	0.9197547892720308	0.9197547892720308	0.9197547892720308	0.9197547892720308
pineda 191114 PN 318 snRNA-F3	pineda	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 318 snRNA-F3	pineda	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 318 snRNA-F3	pineda	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 319 snRNA-F4	pineda	male	late adult	Control	class	0.92	0.92	0.906	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
pineda 191114 PN 319 snRNA-F4	pineda	male	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191114 PN 319 snRNA-F4	pineda	male	late adult	Control	subclass	0.9066666666666668	0.9066666666666668	0.8651666666666666	0.9066666666666668	0.9066666666666668	0.9066666666666668	0.9066666666666668	0.8866666666666667	0.9066666666666668	0.9066666666666668	0.9066666666666668
pineda 191114 PN 322 snRNA-F5	pineda	male	late adult	Control	class	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916	0.9246623093681916
pineda 191114 PN 322 snRNA-F5	pineda	male	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191114 PN 322 snRNA-F5	pineda	male	late adult	Control	subclass	0.8851851851851852	0.8985185185185185	0.8985185185185185	0.8851851851851852	0.8851851851851852	0.8851851851851852	0.8985185185185185	0.8851851851851852	0.8851851851851852	0.8851851851851852	0.8851851851851852
pineda 191114 PN 323 snRNA-F6	pineda	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 323 snRNA-F6	pineda	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 323 snRNA-F6	pineda	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 324 snRNA-F7	pineda	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 324 snRNA-F7	pineda	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 324 snRNA-F7	pineda	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 191114 PN 325 snRNA-F8	pineda	male	late adult	Control	class	0.96593984962406	0.96593984962406	0.96593984962406	0.96593984962406	0.96593984962406	0.96593984962406	0.9486928104575164	0.96593984962406	0.96593984962406	0.96593984962406	0.96593984962406
pineda 191114 PN 325 snRNA-F8	pineda	male	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191114 PN 325 snRNA-F8	pineda	male	late adult	Control	subclass	0.9440350877192982	0.9440350877192982	0.8835308860386258	0.9440350877192982	0.9440350877192982	0.9440350877192982	0.9131372549019608	0.9380350877192982	0.9440350877192982	0.9440350877192982	0.9440350877192982
pineda 191114 PN 328 snRNA-F9	pineda	male	late adult	Control	class	0.8409500805152978	0.8409500805152978	0.836950080515298	0.8409500805152978	0.8409500805152978	0.8409500805152978	0.8960151802656547	0.8509500805152979	0.8409500805152978	0.8409500805152978	0.8509500805152979
pineda 191114 PN 328 snRNA-F9	pineda	male	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 191114 PN 328 snRNA-F9	pineda	male	late adult	Control	subclass	0.7558178053830228	0.7558178053830228	0.7518178053830229	0.7558178053830228	0.7558178053830228	0.7558178053830228	0.8164458525345623	0.7658178053830228	0.7647463768115942	0.7558178053830228	0.7558178053830228
pineda 200721 FTLD 206 snRNA-A10	pineda	female	late adult	FTLD	class	0.93	0.93	0.9157142857142856	0.93	0.93	0.93	0.9416071428571428	0.93	0.93	0.93	0.93
pineda 200721 FTLD 206 snRNA-A10	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 200721 FTLD 206 snRNA-A10	pineda	female	late adult	FTLD	subclass	0.8953333333333333	0.8953333333333333	0.8604920634920634	0.8953333333333333	0.882	0.882	0.9128571428571428	0.867	0.882	0.8953333333333333	0.8803333333333333
pineda 200721 FTLD 210 snRNA-A11	pineda	female	late adult	FTLD	class	0.9395798319327732	0.9305115089514068	0.9295798319327732	0.9395798319327732	0.9295798319327732	0.9395798319327732	0.98	0.9895798319327732	0.9395798319327732	0.9395798319327732	0.9589131652661064
pineda 200721 FTLD 210 snRNA-A11	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 200721 FTLD 210 snRNA-A11	pineda	female	late adult	FTLD	subclass	0.9452941176470588	0.938627450980392	0.863686974789916	0.9452941176470588	0.9252941176470588	0.9452941176470588	0.94	0.9608496732026144	0.9452941176470588	0.9452941176470588	0.8824369747899161
pineda 200721 FTLD 214 snRNA-A12	pineda	female	late adult	FTLD	class	0.98	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.99	0.99	0.99
pineda 200721 FTLD 214 snRNA-A12	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 200721 FTLD 214 snRNA-A12	pineda	female	late adult	FTLD	subclass	0.94	0.9457142857142856	0.9457142857142856	0.9457142857142856	0.9557142857142856	0.9457142857142856	0.95	0.9407142857142856	0.9457142857142856	0.9457142857142856	0.9397142857142856
pineda 200721 FTLD 229 snRNA-B2	pineda	male	late adult	FTLD	class	1.0	1.0	0.9866666666666668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 200721 FTLD 229 snRNA-B2	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 200721 FTLD 229 snRNA-B2	pineda	male	late adult	FTLD	subclass	0.9933333333333332	0.9933333333333332	0.9594285714285716	0.9933333333333332	0.9933333333333332	0.9933333333333332	0.9933333333333332	0.9833333333333332	0.9933333333333332	0.9933333333333332	0.9933333333333332
pineda 200721 PN 302 snRNA-B4	pineda	female	late adult	Control	class	0.8103030303030303	0.8103030303030303	0.8036363636363636	0.8000432900432901	0.8103030303030303	0.8103030303030303	0.913904761904762	0.8303030303030303	0.8103030303030303	0.8103030303030303	0.8103030303030303
pineda 200721 PN 302 snRNA-B4	pineda	female	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 200721 PN 302 snRNA-B4	pineda	female	late adult	Control	subclass	0.7791341991341991	0.7734199134199135	0.7724675324675324	0.7691341991341991	0.7791341991341991	0.7791341991341991	0.887	0.7991341991341991	0.7734199134199135	0.7791341991341991	0.7791341991341991
pineda 201019 ALS 101 snRNA-B1	pineda	female	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 101 snRNA-B1	pineda	female	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 101 snRNA-B1	pineda	female	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 102 snRNA-B2	pineda	female	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 102 snRNA-B2	pineda	female	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 102 snRNA-B2	pineda	female	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 103 snRNA-B3	pineda	female	late adult	ALS	class	0.7933152551800862	0.8077596996245306	0.7544263662911973	0.8077596996245306	0.7933152551800862	0.8077596996245306	0.8506666666666668	0.8077596996245306	0.8077596996245306	0.8077596996245306	0.7933152551800862
pineda 201019 ALS 103 snRNA-B3	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201019 ALS 103 snRNA-B3	pineda	female	late adult	ALS	subclass	0.7549361702127659	0.7649361702127659	0.7246937459703418	0.7649361702127659	0.7549361702127659	0.7649361702127659	0.8222857142857143	0.7592218844984803	0.7756028368794327	0.7649361702127659	0.7402695035460992
pineda 201019 ALS 104 snRNA-B4	pineda	female	late adult	ALS	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 104 snRNA-B4	pineda	female	late adult	ALS	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 104 snRNA-B4	pineda	female	late adult	ALS	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201019 ALS 106 snRNA-B5	pineda	female	late adult	ALS	class	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087	0.8530257376020087
pineda 201019 ALS 106 snRNA-B5	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201019 ALS 106 snRNA-B5	pineda	female	late adult	ALS	subclass	0.7414053672316383	0.7210930129192841	0.7414053672316383	0.7317083975346687	0.7316651074913787	0.7414053672316383	0.734995110821382	0.7116651074913787	0.7414053672316383	0.7317083975346687	0.7117083975346686
pineda 201019 ALS 108 snRNA-B6	pineda	female	late adult	ALS	class	0.9442176870748298	0.9442176870748298	0.9156462585034012	0.9442176870748298	0.9442176870748298	0.9329356357927788	0.935	0.9442176870748298	0.9442176870748298	0.9442176870748298	0.9442176870748298
pineda 201019 ALS 108 snRNA-B6	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201019 ALS 108 snRNA-B6	pineda	female	late adult	ALS	subclass	0.9018367346938776	0.89421768707483	0.8732653061224489	0.9018367346938776	0.9018367346938776	0.8905546834118262	0.8867857142857143	0.9018367346938776	0.9018367346938776	0.9018367346938776	0.8963821892393321
pineda 201019 ALS 113 snRNA-B7	pineda	female	late adult	ALS	class	0.7584359550561797	0.7584359550561797	0.6884359550561797	0.7584359550561797	0.7584359550561797	0.7584359550561797	0.8291764705882352	0.7884359550561797	0.7584359550561797	0.7584359550561797	0.7884359550561797
pineda 201019 ALS 113 snRNA-B7	pineda	female	late adult	ALS	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201019 ALS 113 snRNA-B7	pineda	female	late adult	ALS	subclass	0.6947359550561797	0.6807359550561798	0.5165137328339575	0.6807359550561798	0.6947359550561797	0.6947359550561797	0.76375	0.7316803995006242	0.6947359550561797	0.6947359550561797	0.6997359550561798
pineda 201019 PN 311 snRNA-B8	pineda	female	late adult	Control	class	0.986	0.986	0.986	0.986	0.986	0.986	0.986	0.986	0.986	0.986	0.986
pineda 201019 PN 311 snRNA-B8	pineda	female	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201019 PN 311 snRNA-B8	pineda	female	late adult	Control	subclass	0.986	0.986	0.9444615384615384	0.986	0.986	0.986	0.986	0.906	0.986	0.986	0.9675384615384616
pineda 201025 FTLD 232 snRNA-C5	pineda	female	late adult	FTLD	class	0.8830598669623059	0.8830598669623059	0.8830598669623059	0.8830598669623059	0.8830598669623059	0.8830598669623059	0.8830598669623059	0.8830598669623059	0.8740122479146869	0.8743722943722944	0.8830598669623059
pineda 201025 FTLD 232 snRNA-C5	pineda	female	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.989639794168096	1.0
pineda 201025 FTLD 232 snRNA-C5	pineda	female	late adult	FTLD	subclass	0.8648780487804878	0.8555447154471545	0.8648780487804878	0.8648780487804878	0.8648780487804878	0.8648780487804878	0.8648780487804878	0.7948780487804877	0.8588780487804878	0.855904761904762	0.8594934333958725
pineda 201025 FTLD 234 snRNA-C6	pineda	male	late adult	FTLD	class	0.890790513833992	nan	0.890790513833992	0.890790513833992	0.890790513833992	0.890790513833992	0.890790513833992	0.890790513833992	0.890790513833992	0.890790513833992	0.890790513833992
pineda 201025 FTLD 234 snRNA-C6	pineda	male	late adult	FTLD	family	1.0	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201025 FTLD 234 snRNA-C6	pineda	male	late adult	FTLD	subclass	0.8826086956521739	nan	0.8826086956521739	0.8826086956521739	0.8826086956521739	0.8826086956521739	0.8826086956521739	0.8826086956521739	0.8826086956521739	0.8826086956521739	0.8826086956521739
pineda 201025 FTLD 235 snRNA-C7	pineda	male	late adult	FTLD	class	0.8976923076923078	0.905217391304348	0.8982733720180528	0.9129400386847196	0.9129400386847196	0.9129400386847196	0.9129400386847196	0.9129400386847196	0.905217391304348	0.905217391304348	0.9129400386847196
pineda 201025 FTLD 235 snRNA-C7	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201025 FTLD 235 snRNA-C7	pineda	male	late adult	FTLD	subclass	0.87	0.8752173913043478	0.8655460992907801	0.8802127659574468	0.8802127659574468	0.8802127659574468	0.8535460992907801	0.8802127659574468	0.8752173913043478	0.8752173913043478	0.8685460992907801
pineda 201025 FTLD 237 snRNA-C9	pineda	male	late adult	FTLD	class	0.9325	0.9325	0.8925	0.9325	0.9325	0.9325	0.9325	0.9325	0.9325	0.9325	0.9325
pineda 201025 FTLD 237 snRNA-C9	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201025 FTLD 237 snRNA-C9	pineda	male	late adult	FTLD	subclass	0.8975	0.8975	0.8055	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975
pineda 201025 FTLD 238 snRNA-C10	pineda	female	late adult	FTLD	class	0.8228571428571427	0.8228571428571427	0.7920269423558898	0.8228571428571427	0.8228571428571427	0.8086857907821764	0.869157894736842	0.8528571428571428	0.8228571428571427	0.8184126984126984	0.8421904761904762
pineda 201025 FTLD 238 snRNA-C10	pineda	female	late adult	FTLD	family	1.0	1.0	0.9896820512820512	1.0	1.0	0.9902882882882884	1.0	1.0	1.0	1.0	1.0
pineda 201025 FTLD 238 snRNA-C10	pineda	female	late adult	FTLD	subclass	0.7901904761904761	0.7901904761904761	0.7617412280701754	0.7901904761904761	0.7968571428571428	0.7828571428571428	0.8331428571428572	0.7568571428571428	0.7968571428571428	0.7924126984126986	0.7935238095238095
pineda 201025 FTLD 239 snRNA-C11	pineda	male	late adult	FTLD	class	0.9036780487804876	0.9036780487804876	0.8256656264202394	0.9036780487804876	0.9036780487804876	0.9036780487804876	0.9064102564102564	0.9036780487804876	0.9036780487804876	0.9036780487804876	0.9036780487804876
pineda 201025 FTLD 239 snRNA-C11	pineda	male	late adult	FTLD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
pineda 201025 FTLD 239 snRNA-C11	pineda	male	late adult	FTLD	subclass	0.8468780487804878	0.8468780487804878	0.7557617966116041	0.8468780487804878	0.8468780487804878	0.8468780487804878	0.8521678321678321	0.8568780487804878	0.8468780487804878	0.8468780487804878	0.8468780487804878
pineda 201025 FTLD 240 snRNA-C12	pineda	male	late adult	FTLD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201025 FTLD 240 snRNA-C12	pineda	male	late adult	FTLD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
pineda 201025 FTLD 240 snRNA-C12	pineda	male	late adult	FTLD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R1067972	rosmap	female	late adult	Control	class	0.975090909090909	0.99	0.938477690288714	0.9790364963503648	0.9690909090909092	0.974	0.99	0.9790364963503648	0.99	0.99	0.9849629629629628
rosmap R1067972	rosmap	female	late adult	Control	family	1.0	1.0	0.9128557997414504	0.9890364963503652	0.979084745762712	0.979084745762712	1.0	0.9890364963503652	1.0	1.0	0.9900477087256748
rosmap R1067972	rosmap	female	late adult	Control	subclass	0.9752380952380952	0.99	0.9237157855268092	0.979036496350365	0.9692380952380952	0.974	0.99	0.969036496350365	0.99	0.99	0.9849629629629628
rosmap R1538032	rosmap	female	late adult	AD	class	0.9808387096774192	0.9902231578947368	0.9851167749160136	0.9717770034843204	0.9717770034843204	0.9717770034843204	0.979344262295082	0.9898387096774194	0.9898387096774194	0.9798973042362	0.9902231578947368
rosmap R1538032	rosmap	female	late adult	AD	family	1.0	1.0	0.9899280997798974	1.0	1.0	1.0	0.9609670329670328	0.9802591549295776	0.9802591549295776	0.9802591549295776	1.0
rosmap R1538032	rosmap	female	late adult	AD	subclass	0.9808305084745764	0.9902211410880142	0.9851147581092908	0.9717582417582418	0.9717582417582418	0.9717582417582418	0.9793103448275864	0.9845363908275176	0.9898305084745764	0.9798785425101216	0.9949579831932772
rosmap R2081705	rosmap	male	late adult	AD	class	0.9641623614006466	0.9741565217391304	0.9356475748194016	0.975058482523444	0.9602729614650488	0.9594957529570532	0.9787273045227012	0.979058482523444	0.9699265221878224	0.979858482523444	0.9750245614035088
rosmap R2081705	rosmap	male	late adult	AD	family	0.9694325718496684	0.9901565217391304	0.926902330452998	0.9806410067456494	0.9612684365781712	0.9714064823074636	0.9698159323699496	0.9806410067456494	0.9705937921727396	0.9801565217391304	0.9801065286166236
rosmap R2081705	rosmap	male	late adult	AD	subclass	0.9641321954881278	0.9741565217391304	0.8856174089068826	0.9750283166109251	0.96024279555253	0.9594655870445346	0.978697138610182	0.9550283166109252	0.9698963562753036	0.9798283166109252	0.9750245614035088
rosmap R2294544	rosmap	male	late adult	AD	class	0.9461904761904762	0.9791612903225806	0.9738760330578512	0.9579915789473684	0.9791612903225806	0.9791612903225806	0.9898025551684088	0.9791612903225806	0.9898025551684088	0.9898025551684088	0.9691316526610644
rosmap R2294544	rosmap	male	late adult	AD	family	0.9464488984331504	0.9791612903225808	0.959638744922258	0.95817559049138	0.9791612903225808	0.9791612903225808	0.9898025551684088	0.9791612903225808	0.9898025551684088	0.9898025551684088	0.950464985994398
rosmap R2294544	rosmap	male	late adult	AD	subclass	0.9461904761904762	0.9791612903225806	0.9738760330578512	0.9579915789473684	0.9791612903225806	0.9791612903225806	0.9898025551684088	0.9791612903225806	0.9898025551684088	0.9898025551684088	0.9691316526610644
rosmap R2830542	rosmap	female	late adult	AD	class	1.0	1.0	0.9866666666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.9949152542372882	1.0
rosmap R2830542	rosmap	female	late adult	AD	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98996567996568	1.0
rosmap R2830542	rosmap	female	late adult	AD	subclass	1.0	1.0	0.944313725490196	1.0	1.0	1.0	1.0	0.99	1.0	0.9948717948717948	1.0
rosmap R2880377	rosmap	female	late adult	Control	class	0.99	0.9798893146019584	0.9848275862068964	0.9798893146019584	0.9798893146019584	0.99	0.99	1.0	0.99	0.99	0.9897435897435898
rosmap R2880377	rosmap	female	late adult	Control	family	1.0	0.9898893146019584	0.9898825312618416	0.9898893146019584	0.9898893146019584	1.0	1.0	1.0	1.0	1.0	0.9799609810479376
rosmap R2880377	rosmap	female	late adult	Control	subclass	0.99	0.9798893146019584	0.8848275862068965	0.9798893146019584	0.9798893146019584	0.99	0.99	0.99	0.99	0.99	0.9897435897435898
rosmap R2895885	rosmap	male	late adult	AD	class	0.9649532710280374	0.9649532710280374	0.9282352941176468	0.9548717948717949	0.960667556742323	0.9649532710280374	0.964	0.955	0.97	0.97	0.9485714285714286
rosmap R2895885	rosmap	male	late adult	AD	family	0.9900476106506788	0.9900476106506788	0.941338742393509	0.9799661344944364	0.9900476106506788	0.9900476106506788	0.9899478323439468	1.0	1.0	1.0	0.9703896103896104
rosmap R2895885	rosmap	male	late adult	AD	subclass	0.9649532710280374	0.9649532710280374	0.8562352941176471	0.9548717948717949	0.960667556742323	0.9649532710280374	0.964	0.955	0.97	0.97	0.9485714285714286
rosmap R3086211	rosmap	male	late adult	Control	class	1.0	0.9900242424242424	0.9732394366197183	1.0	0.9900242424242424	0.9900242424242424	0.9900242424242424	1.0	1.0	1.0	0.9674285714285712
rosmap R3086211	rosmap	male	late adult	Control	family	1.0	0.9900242424242424	0.9499061032863848	1.0	0.9900242424242424	0.9900242424242424	0.9900242424242424	1.0	1.0	1.0	0.939796992481203
rosmap R3086211	rosmap	male	late adult	Control	subclass	1.0	0.9900242424242424	0.958794992175274	1.0	0.9900242424242424	0.9900242424242424	0.9900242424242424	0.98	1.0	1.0	0.9674285714285712
rosmap R3177264	rosmap	female	late adult	Control	class	1.0	0.9896535525543158	0.93734375	0.9896535525543158	0.9896535525543158	1.0	0.9949056603773584	1.0	1.0	0.9845592129316744	0.9949612403100776
rosmap R3177264	rosmap	female	late adult	Control	family	1.0	0.989653552554316	0.90234375	0.989653552554316	0.989653552554316	1.0	0.9899472588480224	1.0	1.0	0.9796759906759908	0.9900489596083232
rosmap R3177264	rosmap	female	late adult	Control	subclass	1.0	0.989653552554316	0.8958052884615384	0.989653552554316	0.989653552554316	1.0	0.9944444444444444	0.99	1.0	0.983653552554316	0.9949612403100776
rosmap R3405776	rosmap	female	late adult	Control	class	1.0	0.986	0.9706456692913386	0.986	0.986	0.9949612403100776	0.99	0.99	0.99	0.99	0.9530081300813008
rosmap R3405776	rosmap	female	late adult	Control	family	1.0	1.0	0.9707432302669484	1.0	1.0	0.9900894454382826	0.989903032803796	1.0	0.989903032803796	0.989903032803796	0.9334525745257456
rosmap R3405776	rosmap	female	late adult	Control	subclass	1.0	0.986	0.9606456692913388	0.986	0.986	0.9949612403100776	0.99	0.9833333333333332	0.99	0.99	0.9530081300813008
rosmap R3884524	rosmap	female	late adult	AD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R3884524	rosmap	female	late adult	AD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R3884524	rosmap	female	late adult	AD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R3900996	rosmap	male	late adult	AD	class	0.9544871194379392	0.969887854927225	0.9212440892440892	0.9488154269972452	0.9097435897435898	0.9698387096774194	0.96496	0.9694117647058824	0.9694117647058824	0.98	0.8855102495543672
rosmap R3900996	rosmap	male	late adult	AD	family	0.960533631065846	0.989887854927225	0.9063869463869464	0.942728470475506	0.9115617715617716	0.98031490015361	0.980014652014652	0.9796299342105264	0.9796299342105264	1.0	0.8615530303030303
rosmap R3900996	rosmap	male	late adult	AD	subclass	0.9448045797553994	0.969887854927225	0.8803869463869464	0.9391328873147056	0.9000610500610502	0.9601561699948796	0.9643885714285716	0.9690476190476192	0.9690476190476192	0.9703174603174604	0.8851461038961039
rosmap R4012015	rosmap	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4012015	rosmap	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4012015	rosmap	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4042599	rosmap	female	late adult	AD	class	1.0	0.9949462365591398	0.9751451533541088	1.0	0.9949462365591398	1.0	1.0	0.9843076923076924	1.0	1.0	0.9585942043031592
rosmap R4042599	rosmap	female	late adult	AD	family	1.0	0.9900129032258064	0.9700899100899102	1.0	0.9900129032258064	1.0	1.0	0.9698301147088718	1.0	1.0	0.9402045454545456
rosmap R4042599	rosmap	female	late adult	AD	subclass	1.0	0.9949462365591398	0.9427197802197804	1.0	0.9949462365591398	0.9906233766233764	1.0	0.9536296296296296	1.0	1.0	0.9576688311688312
rosmap R4146432	rosmap	male	late adult	Control	class	0.970153846153846	0.983297466157584	0.988372093023256	0.983297466157584	0.9650792192881744	0.988372093023256	0.9650792192881744	0.988372093023256	0.9949253731343284	0.9949253731343284	0.9833333333333334
rosmap R4146432	rosmap	male	late adult	Control	family	0.970153846153846	0.9784125526215078	0.9883720930232558	0.9784125526215078	0.96026888458471	0.9883720930232558	0.96026888458471	0.9883720930232558	0.9899641328242508	0.9899641328242508	0.9784057971014491
rosmap R4146432	rosmap	male	late adult	Control	subclass	0.970153846153846	0.9817054263565892	0.976999544003648	0.9817054263565892	0.9634871794871794	0.9785598276915912	0.9634871794871794	0.9883720930232558	0.9933333333333332	0.9948936170212768	0.9833333333333332
rosmap R4258320	rosmap	female	late adult	Control	class	0.9898360655737704	1.0	0.947698895650214	0.9846280991735538	0.9898360655737704	0.994959349593496	0.9866666666666666	0.9866666666666666	1.0	1.0	0.9684745762711864
rosmap R4258320	rosmap	female	late adult	Control	family	0.9801586462189316	1.0	0.921947261663286	0.9703423848878394	0.9801586462189316	0.9900413168066108	0.9798139025725232	1.0	1.0	1.0	0.9412018489984592
rosmap R4258320	rosmap	female	late adult	Control	subclass	0.9898360655737704	1.0	0.9147969348659004	0.9846280991735538	0.9898360655737704	0.994959349593496	0.9866666666666668	0.96	1.0	1.0	0.9684745762711864
rosmap R4262244	rosmap	male	late adult	AD	class	0.9949397590361444	0.98981684981685	0.9186932892030252	0.9949397590361444	0.98981684981685	0.9847566088529944	0.9847566088529944	0.98981684981685	0.9949397590361444	0.9949397590361444	0.984990118577075
rosmap R4262244	rosmap	male	late adult	AD	family	0.9899974737905772	0.98981684981685	0.8788646412779917	0.9899974737905772	0.98981684981685	0.9799218248018848	0.9799218248018848	0.98981684981685	0.9899974737905772	0.9899974737905772	0.980046298352356
rosmap R4262244	rosmap	male	late adult	AD	subclass	0.9949180327868852	0.98981684981685	0.814825409107612	0.9949180327868852	0.98981684981685	0.9847348826037352	0.9847348826037352	0.98981684981685	0.9949180327868852	0.9949180327868852	0.984990118577075
rosmap R4379962	rosmap	male	late adult	AD	class	1.0	1.0	0.9507838283828384	0.99	0.9797435897435898	1.0	0.9798	0.99	0.99	0.9898	0.9633333333333334
rosmap R4379962	rosmap	male	late adult	AD	family	1.0	1.0	0.9494202898550724	0.9900158568354288	0.9699452617174136	1.0	0.9701216079270352	1.0	0.9900158568354288	0.9800587172538392	0.9494202898550724
rosmap R4379962	rosmap	male	late adult	AD	subclass	1.0	1.0	0.884104938271605	0.99	0.9797435897435898	1.0	0.97975	0.96	0.99	0.98975	0.9633333333333334
